Probe Set Name	Description
ENSG00000149499_at	echinoderm microtubule associated protein like 3 [Source:HGNC Symbol;Acc:HGNC:26666]
ENSG00000149503_at	inner centromere protein antigens 135/155kDa [Source:HGNC Symbol;Acc:HGNC:6058]
ENSG00000149516_at	membrane-spanning 4-domains, subfamily A, member 3 (hematopoietic cell-specific) [Source:HGNC Symbol;Acc:HGNC:7317]
ENSG00000149527_at	phospholipase C, eta 2 [Source:HGNC Symbol;Acc:HGNC:29037]
ENSG00000149532_at	cleavage and polyadenylation specific factor 7, 59kDa [Source:HGNC Symbol;Acc:HGNC:30098]
ENSG00000149534_at	membrane-spanning 4-domains, subfamily A, member 2 [Source:HGNC Symbol;Acc:HGNC:7316]
ENSG00000149541_at	beta-1,3-glucuronyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:923]
ENSG00000149547_at	etoposide induced 2.4 [Source:HGNC Symbol;Acc:HGNC:13276]
ENSG00000149548_at	coiled-coil domain containing 15 [Source:HGNC Symbol;Acc:HGNC:25798]
ENSG00000149554_at	checkpoint kinase 1 [Source:HGNC Symbol;Acc:HGNC:1925]
ENSG00000149557_at	fasciculation and elongation protein zeta 1 (zygin I) [Source:HGNC Symbol;Acc:HGNC:3659]
ENSG00000149573_at	myelin protein zero-like 2 [Source:HGNC Symbol;Acc:HGNC:3496]
ENSG00000149575_at	sodium channel, voltage gated, type II beta subunit [Source:HGNC Symbol;Acc:HGNC:10589]
ENSG00000149577_at	SID1 transmembrane family, member 2 [Source:HGNC Symbol;Acc:HGNC:24272]
ENSG00000149591_at	transgelin [Source:HGNC Symbol;Acc:HGNC:11553]
ENSG00000149596_at	junctophilin 2 [Source:HGNC Symbol;Acc:HGNC:14202]
ENSG00000149636_at	DSN1 homolog, MIS12 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:16165]
ENSG00000149654_at	cadherin 22, type 2 [Source:HGNC Symbol;Acc:HGNC:13251]
ENSG00000149657_at	LSM family member 14B [Source:HGNC Symbol;Acc:HGNC:15887]
ENSG00000149658_at	YTH N(6)-methyladenosine RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:15867]
ENSG00000149782_at	phospholipase C, beta 3 (phosphatidylinositol-specific) [Source:HGNC Symbol;Acc:HGNC:9056]
ENSG00000149792_at	mitochondrial ribosomal protein L49 [Source:HGNC Symbol;Acc:HGNC:1176]
ENSG00000149798_at	CDC42 effector protein (Rho GTPase binding) 2 [Source:HGNC Symbol;Acc:HGNC:16263]
ENSG00000149806_at	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed [Source:HGNC Symbol;Acc:HGNC:3597]
ENSG00000149809_at	transmembrane 7 superfamily member 2 [Source:HGNC Symbol;Acc:HGNC:11863]
ENSG00000149823_at	vacuolar protein sorting 51 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:1172]
ENSG00000149922_at	T-box 6 [Source:HGNC Symbol;Acc:HGNC:11605]
ENSG00000149923_at	protein phosphatase 4, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9319]
ENSG00000149925_at	aldolase A, fructose-bisphosphate [Source:HGNC Symbol;Acc:HGNC:414]
ENSG00000149927_at	double C2-like domains, alpha [Source:HGNC Symbol;Acc:HGNC:2985]
ENSG00000149929_at	HIRA interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:4917]
ENSG00000149930_at	TAO kinase 2 [Source:HGNC Symbol;Acc:HGNC:16835]
ENSG00000149948_at	high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]
ENSG00000149968_at	matrix metallopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:7173]
ENSG00000149970_at	connector enhancer of kinase suppressor of Ras 2 [Source:HGNC Symbol;Acc:HGNC:19701]
ENSG00000149972_at	contactin 5 [Source:HGNC Symbol;Acc:HGNC:2175]
ENSG00000150045_at	killer cell lectin-like receptor subfamily F, member 1 [Source:HGNC Symbol;Acc:HGNC:13342]
ENSG00000150048_at	C-type lectin domain family 1, member A [Source:HGNC Symbol;Acc:HGNC:24355]
ENSG00000150076_at	coiled-coil domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26533]
ENSG00000150244_at	tripartite motif containing 48 [Source:HGNC Symbol;Acc:HGNC:19021]
ENSG00000150281_at	cardiotrophin 1 [Source:HGNC Symbol;Acc:HGNC:2499]
ENSG00000150347_at	AT rich interactive domain 5B (MRF1-like) [Source:HGNC Symbol;Acc:HGNC:17362]
ENSG00000150361_at	kelch-like family member 1 [Source:HGNC Symbol;Acc:HGNC:6352]
ENSG00000150394_at	cadherin 8, type 2 [Source:HGNC Symbol;Acc:HGNC:1767]
ENSG00000150401_at	DCN1, defective in cullin neddylation 1, domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20328]
ENSG00000150403_at	transmembrane and coiled-coil domains 3 [Source:HGNC Symbol;Acc:HGNC:20329]
ENSG00000150459_at	Sin3A-associated protein, 18kDa [Source:HGNC Symbol;Acc:HGNC:10530]
ENSG00000150471_at	adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]
ENSG00000150527_at	CTAGE family, member 5 [Source:HGNC Symbol;Acc:HGNC:7057]
ENSG00000150540_at	histamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:5028]
ENSG00000150551_at	LY6/PLAUR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28431]
ENSG00000150593_at	programmed cell death 4 (neoplastic transformation inhibitor) [Source:HGNC Symbol;Acc:HGNC:8763]
ENSG00000150594_at	adrenoceptor alpha 2A [Source:HGNC Symbol;Acc:HGNC:281]
ENSG00000150625_at	glycoprotein M6A [Source:HGNC Symbol;Acc:HGNC:4460]
ENSG00000150630_at	vascular endothelial growth factor C [Source:HGNC Symbol;Acc:HGNC:12682]
ENSG00000150636_at	coiled-coil domain containing 102B [Source:HGNC Symbol;Acc:HGNC:26295]
ENSG00000150637_at	CD226 molecule [Source:HGNC Symbol;Acc:HGNC:16961]
ENSG00000150672_at	discs, large homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:2901]
ENSG00000150687_at	protease, serine, 23 [Source:HGNC Symbol;Acc:HGNC:14370]
ENSG00000150712_at	myotubularin related protein 12 [Source:HGNC Symbol;Acc:HGNC:18191]
ENSG00000150753_at	chaperonin containing TCP1, subunit 5 (epsilon) [Source:HGNC Symbol;Acc:HGNC:1618]
ENSG00000150760_at	dedicator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:2987]
ENSG00000150764_at	DIX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23695]
ENSG00000150768_at	dihydrolipoamide S-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:2896]
ENSG00000150776_at	chromosome 11 open reading frame 57 [Source:HGNC Symbol;Acc:HGNC:25569]
ENSG00000150779_at	translocase of inner mitochondrial membrane 8 homolog B (yeast) [Source:HGNC Symbol;Acc:HGNC:11818]
ENSG00000150782_at	interleukin 18 [Source:HGNC Symbol;Acc:HGNC:5986]
ENSG00000150787_at	6-pyruvoyltetrahydropterin synthase [Source:HGNC Symbol;Acc:HGNC:9689]
ENSG00000150867_at	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha [Source:HGNC Symbol;Acc:HGNC:8997]
ENSG00000150907_at	forkhead box O1 [Source:HGNC Symbol;Acc:HGNC:3819]
ENSG00000150938_at	cysteine rich transmembrane BMP regulator 1 (chordin-like) [Source:HGNC Symbol;Acc:HGNC:2359]
ENSG00000150961_at	SEC24 family member D [Source:HGNC Symbol;Acc:HGNC:10706]
ENSG00000150967_at	ATP-binding cassette, sub-family B (MDR/TAP), member 9 [Source:HGNC Symbol;Acc:HGNC:50]
ENSG00000150995_at	inositol 1,4,5-trisphosphate receptor, type 1 [Source:HGNC Symbol;Acc:HGNC:6180]
ENSG00000151012_at	solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11 [Source:HGNC Symbol;Acc:HGNC:11059]
ENSG00000151014_at	nocturnin [Source:HGNC Symbol;Acc:HGNC:14254]
ENSG00000151067_at	calcium channel, voltage-dependent, L type, alpha 1C subunit [Source:HGNC Symbol;Acc:HGNC:1390]
ENSG00000151090_at	thyroid hormone receptor, beta [Source:HGNC Symbol;Acc:HGNC:11799]
ENSG00000151092_at	N-glycanase 1 [Source:HGNC Symbol;Acc:HGNC:17646]
ENSG00000151093_at	3-oxoacyl-ACP synthase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26063]
ENSG00000151116_at	UEV and lactate/malate dehyrogenase domains [Source:HGNC Symbol;Acc:HGNC:30866]
ENSG00000151148_at	ubiquitin protein ligase E3B [Source:HGNC Symbol;Acc:HGNC:13478]
ENSG00000151150_at	ankyrin 3, node of Ranvier (ankyrin G) [Source:HGNC Symbol;Acc:HGNC:494]
ENSG00000151208_at	discs, large homolog 5 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:2904]
ENSG00000151224_at	methionine adenosyltransferase I, alpha [Source:HGNC Symbol;Acc:HGNC:6903]
ENSG00000151240_at	disco-interacting protein 2 homolog C [Source:HGNC Symbol;Acc:HGNC:29150]
ENSG00000151247_at	eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]
ENSG00000151276_at	membrane associated guanylate kinase, WW and PDZ domain containing 1 [Source:HGNC Symbol;Acc:HGNC:946]
ENSG00000151287_at	testis expressed 30 [Source:HGNC Symbol;Acc:HGNC:25188]
ENSG00000151292_at	casein kinase 1, gamma 3 [Source:HGNC Symbol;Acc:HGNC:2456]
ENSG00000151320_at	A kinase (PRKA) anchor protein 6 [Source:HGNC Symbol;Acc:HGNC:376]
ENSG00000151322_at	neuronal PAS domain protein 3 [Source:HGNC Symbol;Acc:HGNC:19311]
ENSG00000151332_at	MAP3K12 binding inhibitory protein 1 [Source:HGNC Symbol;Acc:HGNC:20427]
ENSG00000151348_at	exostosin glycosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:3513]
ENSG00000151360_at	allantoicase [Source:HGNC Symbol;Acc:HGNC:17377]
ENSG00000151364_at	potassium channel tetramerization domain containing 14 [Source:HGNC Symbol;Acc:HGNC:23295]
ENSG00000151376_at	malic enzyme 3, NADP(+)-dependent, mitochondrial [Source:HGNC Symbol;Acc:HGNC:6985]
ENSG00000151388_at	ADAM metallopeptidase with thrombospondin type 1 motif, 12 [Source:HGNC Symbol;Acc:HGNC:14605]
ENSG00000151413_at	nucleotide binding protein-like [Source:HGNC Symbol;Acc:HGNC:20278]
ENSG00000151414_at	NIMA-related kinase 7 [Source:HGNC Symbol;Acc:HGNC:13386]
ENSG00000151422_at	fer (fps/fes related) tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3655]
ENSG00000151445_at	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog [Source:HGNC Symbol;Acc:HGNC:20347]
ENSG00000151461_at	UPF2 regulator of nonsense transcripts homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:17854]
ENSG00000151465_at	cell division cycle 123 [Source:HGNC Symbol;Acc:HGNC:16827]
ENSG00000151474_at	FERM domain containing 4A [Source:HGNC Symbol;Acc:HGNC:25491]
ENSG00000151475_at	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31 [Source:HGNC Symbol;Acc:HGNC:25319]
ENSG00000151490_at	protein tyrosine phosphatase, receptor type, O [Source:HGNC Symbol;Acc:HGNC:9678]
ENSG00000151491_at	epidermal growth factor receptor pathway substrate 8 [Source:HGNC Symbol;Acc:HGNC:3420]
ENSG00000151498_at	acyl-CoA dehydrogenase family, member 8 [Source:HGNC Symbol;Acc:HGNC:87]
ENSG00000151500_at	thymocyte nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:29560]
ENSG00000151503_at	non-SMC condensin II complex, subunit D3 [Source:HGNC Symbol;Acc:HGNC:28952]
ENSG00000151552_at	quinoid dihydropteridine reductase [Source:HGNC Symbol;Acc:HGNC:9752]
ENSG00000151576_at	queuine tRNA-ribosyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25771]
ENSG00000151577_at	dopamine receptor D3 [Source:HGNC Symbol;Acc:HGNC:3024]
ENSG00000151615_at	POU class 4 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:9219]
ENSG00000151617_at	endothelin receptor type A [Source:HGNC Symbol;Acc:HGNC:3179]
ENSG00000151623_at	nuclear receptor subfamily 3, group C, member 2 [Source:HGNC Symbol;Acc:HGNC:7979]
ENSG00000151632_at	aldo-keto reductase family 1, member C2 [Source:HGNC Symbol;Acc:HGNC:385]
ENSG00000151640_at	dihydropyrimidinase-like 4 [Source:HGNC Symbol;Acc:HGNC:3016]
ENSG00000151650_at	VENT homeobox [Source:HGNC Symbol;Acc:HGNC:13639]
ENSG00000151651_at	ADAM metallopeptidase domain 8 [Source:HGNC Symbol;Acc:HGNC:215]
ENSG00000151655_at	inter-alpha-trypsin inhibitor heavy chain 2 [Source:HGNC Symbol;Acc:HGNC:6167]
ENSG00000151657_at	Kin17 DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:6327]
ENSG00000151665_at	phosphatidylinositol glycan anchor biosynthesis, class F [Source:HGNC Symbol;Acc:HGNC:8962]
ENSG00000151689_at	inositol polyphosphate-1-phosphatase [Source:HGNC Symbol;Acc:HGNC:6071]
ENSG00000151690_at	major facilitator superfamily domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24711]
ENSG00000151692_at	ring finger protein 144A [Source:HGNC Symbol;Acc:HGNC:20457]
ENSG00000151693_at	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:2721]
ENSG00000151694_at	ADAM metallopeptidase domain 17 [Source:HGNC Symbol;Acc:HGNC:195]
ENSG00000151702_at	Fli-1 proto-oncogene, ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:3749]
ENSG00000151704_at	potassium channel, inwardly rectifying subfamily J, member 1 [Source:HGNC Symbol;Acc:HGNC:6255]
ENSG00000151718_at	WW and C2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24148]
ENSG00000151725_at	centromere protein U [Source:HGNC Symbol;Acc:HGNC:21348]
ENSG00000151726_at	acyl-CoA synthetase long-chain family member 1 [Source:HGNC Symbol;Acc:HGNC:3569]
ENSG00000151729_at	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4 [Source:HGNC Symbol;Acc:HGNC:10990]
ENSG00000151746_at	bicaudal D homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:1049]
ENSG00000151748_at	salvador family WW domain containing protein 1 [Source:HGNC Symbol;Acc:HGNC:17795]
ENSG00000151779_at	neuroblastoma amplified sequence [Source:HGNC Symbol;Acc:HGNC:15625]
ENSG00000151789_at	zinc finger protein 385D [Source:HGNC Symbol;Acc:HGNC:26191]
ENSG00000151790_at	tryptophan 2,3-dioxygenase [Source:HGNC Symbol;Acc:HGNC:11708]
ENSG00000151806_at	GUF1 homolog, GTPase [Source:HGNC Symbol;Acc:HGNC:25799]
ENSG00000151834_at	gamma-aminobutyric acid (GABA) A receptor, alpha 2 [Source:HGNC Symbol;Acc:HGNC:4076]
ENSG00000151835_at	sacsin molecular chaperone [Source:HGNC Symbol;Acc:HGNC:10519]
ENSG00000151846_at	poly(A) binding protein, cytoplasmic 3 [Source:HGNC Symbol;Acc:HGNC:8556]
ENSG00000151849_at	centromere protein J [Source:HGNC Symbol;Acc:HGNC:17272]
ENSG00000151881_at	chromosome 5 open reading frame 28 [Source:HGNC Symbol;Acc:HGNC:26139]
ENSG00000151883_at	poly (ADP-ribose) polymerase family, member 8 [Source:HGNC Symbol;Acc:HGNC:26124]
ENSG00000151892_at	GDNF family receptor alpha 1 [Source:HGNC Symbol;Acc:HGNC:4243]
ENSG00000151914_at	dystonin [Source:HGNC Symbol;Acc:HGNC:1090]
ENSG00000151923_at	TIA1 cytotoxic granule-associated RNA binding protein-like 1 [Source:HGNC Symbol;Acc:HGNC:11804]
ENSG00000151929_at	BCL2-associated athanogene 3 [Source:HGNC Symbol;Acc:HGNC:939]
ENSG00000152049_at	potassium channel, voltage gated subfamily E regulatory beta subunit 4 [Source:HGNC Symbol;Acc:HGNC:6244]
ENSG00000152061_at	RAB GTPase activating protein 1-like [Source:HGNC Symbol;Acc:HGNC:24663]
ENSG00000152082_at	mitotic spindle organizing protein 2B [Source:HGNC Symbol;Acc:HGNC:25886]
ENSG00000152092_at	astrotactin 1 [Source:HGNC Symbol;Acc:HGNC:773]
ENSG00000152102_at	family with sequence similarity 168, member B [Source:HGNC Symbol;Acc:HGNC:27016]
ENSG00000152104_at	protein tyrosine phosphatase, non-receptor type 14 [Source:HGNC Symbol;Acc:HGNC:9647]
ENSG00000152127_at	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7049]
ENSG00000152137_at	heat shock 22kDa protein 8 [Source:HGNC Symbol;Acc:HGNC:30171]
ENSG00000152147_at	gem (nuclear organelle) associated protein 6 [Source:HGNC Symbol;Acc:HGNC:20044]
ENSG00000152192_at	POU class 4 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9218]
ENSG00000152193_at	ring finger protein 219 [Source:HGNC Symbol;Acc:HGNC:20308]
ENSG00000152207_at	cysteinyl leukotriene receptor 2 [Source:HGNC Symbol;Acc:HGNC:18274]
ENSG00000152208_at	glutamate receptor, ionotropic, delta 2 [Source:HGNC Symbol;Acc:HGNC:4576]
ENSG00000152214_at	Ras-like without CAAX 2 [Source:HGNC Symbol;Acc:HGNC:10017]
ENSG00000152217_at	SET binding protein 1 [Source:HGNC Symbol;Acc:HGNC:15573]
ENSG00000152229_at	proline-serine-threonine phosphatase interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9581]
ENSG00000152234_at	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle [Source:HGNC Symbol;Acc:HGNC:823]
ENSG00000152242_at	chromosome 18 open reading frame 25 [Source:HGNC Symbol;Acc:HGNC:28172]
ENSG00000152253_at	SPC25, NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:24031]
ENSG00000152254_at	glucose-6-phosphatase, catalytic, 2 [Source:HGNC Symbol;Acc:HGNC:28906]
ENSG00000152256_at	pyruvate dehydrogenase kinase, isozyme 1 [Source:HGNC Symbol;Acc:HGNC:8809]
ENSG00000152266_at	parathyroid hormone [Source:HGNC Symbol;Acc:HGNC:9606]
ENSG00000152270_at	phosphodiesterase 3B, cGMP-inhibited [Source:HGNC Symbol;Acc:HGNC:8779]
ENSG00000152284_at	transcription factor 7-like 1 (T-cell specific, HMG-box) [Source:HGNC Symbol;Acc:HGNC:11640]
ENSG00000152291_at	trans-golgi network protein 2 [Source:HGNC Symbol;Acc:HGNC:15450]
ENSG00000152315_at	potassium channel, two pore domain subfamily K, member 13 [Source:HGNC Symbol;Acc:HGNC:6275]
ENSG00000152348_at	autophagy related 10 [Source:HGNC Symbol;Acc:HGNC:20315]
ENSG00000152377_at	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1 [Source:HGNC Symbol;Acc:HGNC:11251]
ENSG00000152402_at	guanylate cyclase 1, soluble, alpha 2 [Source:HGNC Symbol;Acc:HGNC:4684]
ENSG00000152413_at	homer scaffolding protein 1 [Source:HGNC Symbol;Acc:HGNC:17512]
ENSG00000152422_at	X-ray repair complementing defective repair in Chinese hamster cells 4 [Source:HGNC Symbol;Acc:HGNC:12831]
ENSG00000152455_at	suppressor of variegation 3-9 homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:17287]
ENSG00000152457_at	DNA cross-link repair 1C [Source:HGNC Symbol;Acc:HGNC:17642]
ENSG00000152463_at	oleoyl-ACP hydrolase [Source:HGNC Symbol;Acc:HGNC:25625]
ENSG00000152464_at	ribonuclease P/MRP 38kDa subunit [Source:HGNC Symbol;Acc:HGNC:30329]
ENSG00000152465_at	N-myristoyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:7858]
ENSG00000152484_at	ubiquitin specific peptidase 12 [Source:HGNC Symbol;Acc:HGNC:20485]
ENSG00000152495_at	calcium/calmodulin-dependent protein kinase IV [Source:HGNC Symbol;Acc:HGNC:1464]
ENSG00000152503_at	tripartite motif containing 36 [Source:HGNC Symbol;Acc:HGNC:16280]
ENSG00000152518_at	ZFP36 ring finger protein-like 2 [Source:HGNC Symbol;Acc:HGNC:1108]
ENSG00000152520_at	PAN3 poly(A) specific ribonuclease subunit [Source:HGNC Symbol;Acc:HGNC:29991]
ENSG00000152556_at	phosphofructokinase, muscle [Source:HGNC Symbol;Acc:HGNC:8877]
ENSG00000152558_at	transmembrane protein 123 [Source:HGNC Symbol;Acc:HGNC:30138]
ENSG00000152578_at	glutamate receptor, ionotropic, AMPA 4 [Source:HGNC Symbol;Acc:HGNC:4574]
ENSG00000152583_at	SPARC-like 1 (hevin) [Source:HGNC Symbol;Acc:HGNC:11220]
ENSG00000152591_at	dentin sialophosphoprotein [Source:HGNC Symbol;Acc:HGNC:3054]
ENSG00000152592_at	dentin matrix acidic phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:2932]
ENSG00000152595_at	matrix extracellular phosphoglycoprotein [Source:HGNC Symbol;Acc:HGNC:13361]
ENSG00000152601_at	muscleblind-like splicing regulator 1 [Source:HGNC Symbol;Acc:HGNC:6923]
ENSG00000152642_at	glycerol-3-phosphate dehydrogenase 1-like [Source:HGNC Symbol;Acc:HGNC:28956]
ENSG00000152661_at	gap junction protein, alpha 1, 43kDa [Source:HGNC Symbol;Acc:HGNC:4274]
ENSG00000152669_at	cyclin O [Source:HGNC Symbol;Acc:HGNC:18576]
ENSG00000152670_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4 [Source:HGNC Symbol;Acc:HGNC:18700]
ENSG00000152689_at	RAS guanyl releasing protein 3 (calcium and DAG-regulated) [Source:HGNC Symbol;Acc:HGNC:14545]
ENSG00000152700_at	secretion associated, Ras related GTPase 1B [Source:HGNC Symbol;Acc:HGNC:10535]
ENSG00000152763_at	WD repeat domain 78 [Source:HGNC Symbol;Acc:HGNC:26252]
ENSG00000152767_at	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived) [Source:HGNC Symbol;Acc:HGNC:3591]
ENSG00000152778_at	interferon-induced protein with tetratricopeptide repeats 5 [Source:HGNC Symbol;Acc:HGNC:13328]
ENSG00000152784_at	PR domain containing 8 [Source:HGNC Symbol;Acc:HGNC:13993]
ENSG00000152785_at	bone morphogenetic protein 3 [Source:HGNC Symbol;Acc:HGNC:1070]
ENSG00000152795_at	heterogeneous nuclear ribonucleoprotein D-like [Source:HGNC Symbol;Acc:HGNC:5037]
ENSG00000152804_at	hematopoietically expressed homeobox [Source:HGNC Symbol;Acc:HGNC:4901]
ENSG00000152818_at	utrophin [Source:HGNC Symbol;Acc:HGNC:12635]
ENSG00000152822_at	glutamate receptor, metabotropic 1 [Source:HGNC Symbol;Acc:HGNC:4593]
ENSG00000152894_at	protein tyrosine phosphatase, receptor type, K [Source:HGNC Symbol;Acc:HGNC:9674]
ENSG00000152904_at	geranylgeranyl diphosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:4249]
ENSG00000152926_at	zinc finger protein 117 [Source:HGNC Symbol;Acc:HGNC:12897]
ENSG00000152931_at	prostate androgen-regulated transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:17263]
ENSG00000152942_at	RAD17 checkpoint clamp loader component [Source:HGNC Symbol;Acc:HGNC:9807]
ENSG00000152944_at	mediator complex subunit 21 [Source:HGNC Symbol;Acc:HGNC:11473]
ENSG00000152952_at	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:9082]
ENSG00000152953_at	serine/threonine kinase 32B [Source:HGNC Symbol;Acc:HGNC:14217]
ENSG00000152977_at	Zic family member 1 [Source:HGNC Symbol;Acc:HGNC:12872]
ENSG00000152990_at	adhesion G protein-coupled receptor A3 [Source:HGNC Symbol;Acc:HGNC:13839]
ENSG00000153002_at	carboxypeptidase B1 (tissue) [Source:HGNC Symbol;Acc:HGNC:2299]
ENSG00000153006_at	SREK1-interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:26716]
